Date,Open,High,Low,Close,Adj Close,Volume
2021-12-03,10547.770508,10576.463867,10477.194336,10550.351563,10550.351563,0
2021-12-06,10496.564453,10563.170898,10496.258789,10586.579102,10586.579102,0
2021-12-07,10584.213867,10584.213867,10487.282227,10584.135742,10584.135742,0
2021-12-08,10542.341797,10546.124023,10301.875977,10542.919922,10542.919922,0
2021-12-09,10527.823242,10575.784180,10489.246094,10527.823242,10527.823242,0
2021-12-10,10498.456055,10559.486328,10263.504883,10500.230469,10500.230469,0
2021-12-13,10530.791016,10530.791016,10448.000977,10558.470703,10558.470703,0
2021-12-14,10493.604492,10498.208008,10437.874023,10493.568359,10493.568359,0
2021-12-15,10467.712891,10509.442383,10432.049805,10468.443359,10468.443359,0
2021-12-16,10465.414063,10542.199219,10430.919922,10467.610352,10467.610352,0
2021-12-17,10546.783203,10546.783203,10508.968750,10546.852539,10546.852539,0
2021-12-20,10507.023438,10544.192383,10501.835938,10526.315430,10526.315430,0
2021-12-21,10544.357422,10545.128906,10448.525391,10545.706055,10545.706055,0
2021-12-22,10471.543945,10490.233398,10300.081055,10470.239258,10470.239258,0
2021-12-23,10431.303711,10479.665039,10416.972656,10433.984375,10433.984375,0
2021-12-24,10434.382813,10484.393555,10388.677734,10435.803711,10435.803711,0
2021-12-27,10471.257813,10503.745117,10427.410156,10416.390625,10416.390625,0
2021-12-28,10484.016602,10515.998047,10473.979492,10485.488281,10485.488281,0
2021-12-29,10514.415039,10540.956055,10498.227539,10515.346680,10515.346680,0
2021-12-30,10536.248047,10553.181641,10513.657227,10535.780273,10535.780273,0
2021-12-31,10565.156250,10569.181641,10419.622070,10565.195313,10565.195313,0
2022-01-03,10568.562500,10593.314453,10528.636719,10539.779297,10539.779297,0
2022-01-04,10570.200195,10618.860352,10535.610352,10570.278320,10570.278320,0
2022-01-05,10610.810547,10621.089844,10568.890625,10610.497070,10610.497070,0
2022-01-06,10639.357422,10639.905273,10550.104492,10639.793945,10639.793945,0
2022-01-07,10586.333984,10587.111328,10536.848633,10587.500000,10587.500000,0
2022-01-10,10581.226563,10581.226563,10527.527344,10584.655273,10584.655273,0
2022-01-11,10555.740234,10590.243164,10516.849609,10556.477539,10556.477539,0
2022-01-12,10591.206055,10637.124023,10562.363281,10569.996094,10569.996094,0
2022-01-13,10635.777344,10642.776367,10601.279297,10630.664063,10630.664063,0
2022-01-14,10603.145508,10655.252930,10582.230469,10605.216797,10605.216797,0
2022-01-17,10594.484375,10637.420898,10594.484375,10628.162109,10628.162109,0
2022-01-18,10641.027344,10657.275391,10613.769531,10641.034180,10641.034180,0
2022-01-19,10648.980469,10665.039063,10610.917969,10647.916016,10647.916016,0
2022-01-20,10671.489258,10674.776367,10637.927734,10672.429688,10672.429688,0
2022-01-21,10635.738281,10662.604492,10625.448242,10648.422852,10648.422852,0
2022-01-24,10654.384766,10670.261719,10634.153320,10653.259766,10653.259766,0
2022-01-25,10677.637695,10698.512695,10641.453125,10677.002930,10677.002930,0
2022-01-26,10670.708984,10678.127930,10460.365234,10669.587891,10669.587891,0
2022-01-27,10664.367188,10664.802734,10603.984375,10666.741211,10666.741211,0
2022-01-28,10636.409180,10636.409180,10588.585938,10636.566406,10636.566406,0
2022-01-31,10607.842773,10637.549805,10578.300781,10609.811523,10609.811523,0
2022-02-01,10617.046875,10652.680664,10592.990234,10617.046875,10617.046875,0
2022-02-02,10623.760742,10670.168945,10598.724609,10623.997070,10623.997070,0
2022-02-03,10658.019531,10706.885742,10644.234375,10658.721680,10658.721680,0
2022-02-04,10685.960938,10711.715820,10610.339844,10696.456055,10696.456055,0
2022-02-07,10683.266602,10720.151367,10683.266602,10701.842773,10701.842773,0
2022-02-08,10722.401367,10722.521484,10658.120117,10720.845703,10720.845703,0
2022-02-09,10691.078125,10702.226563,10670.636719,10691.078125,10691.078125,0
2022-02-10,10679.829102,10699.791016,10660.534180,10680.425781,10680.425781,0
2022-02-11,10656.797852,10681.730469,10636.669922,10650.887695,10650.887695,0
2022-02-14,10653.032227,10653.674805,10618.670898,10652.532227,10652.532227,0
2022-02-15,10618.023438,10634.932617,10451.699219,10618.411133,10618.411133,0
2022-02-16,10604.332031,10633.773438,10565.040039,10603.149414,10603.149414,0
2022-02-17,10628.485352,10690.326172,10571.179688,10627.891602,10627.891602,0
2022-02-18,10690.449219,10697.090820,10651.562500,10682.749023,10682.749023,0
2022-02-21,10637.658203,10677.462891,10626.629883,10674.260742,10674.260742,0
2022-02-22,10656.421875,10692.502930,10634.932617,10656.224609,10656.224609,0
2022-02-23,10698.425781,10699.459961,10654.549805,10698.465820,10698.465820,0
2022-02-24,10669.637695,10669.637695,10615.585938,10670.380859,10670.380859,0
2022-02-25,10662.825195,10682.658203,10575.245117,10664.477539,10664.477539,0
2022-02-28,10570.443359,10615.187500,10557.821289,10590.468750,10590.468750,0
2022-03-01,10615.781250,10616.016602,10560.865234,10593.095703,10593.095703,0
2022-03-02,10627.348633,10627.348633,10566.257813,10626.816406,10626.816406,0
2022-03-03,10617.852539,10617.852539,10578.205078,10618.081055,10618.081055,0
2022-03-04,10583.334961,10593.975586,10557.745117,10598.271484,10598.271484,0
2022-03-07,10550.913086,10593.920898,10550.913086,10576.334961,10576.334961,0
2022-03-08,10600.131836,10601.071289,10467.525391,10599.198242,10599.198242,0
2022-03-09,10535.801758,10546.752930,10481.187500,10533.176758,10533.176758,0
2022-03-10,10496.463867,10548.576172,10483.817383,10495.422852,10495.422852,0
2022-03-11,10510.814453,10532.375000,10345.356445,10511.046875,10511.046875,0
2022-03-14,10482.052734,10505.368164,10461.910156,10514.128906,10514.128906,0
2022-03-15,10500.833008,10503.908203,10457.105469,10501.602539,10501.602539,0
2022-03-16,10479.402344,10513.619141,10348.661133,10481.551758,10481.551758,0
2022-03-17,10500.025391,10582.009766,10493.322266,10500.838867,10500.838867,0
2022-03-18,10585.253906,10588.464844,10484.879883,10585.974609,10585.974609,0
2022-03-21,10570.248047,10583.181641,10519.240234,10586.456055,10586.456055,0
2022-03-22,10559.440430,10576.664063,10522.309570,10559.440430,10559.440430,0
2022-03-23,10573.974609,10595.163086,10516.160156,10571.832031,10571.832031,0
2022-03-24,10597.679688,10600.295898,10565.470703,10596.275391,10596.275391,0
2022-03-25,10577.146484,10590.176758,10560.107422,10562.256836,10562.256836,0
2022-03-28,10549.013672,10561.083008,10540.579102,10550.605469,10550.605469,0
2022-03-29,10563.605469,10592.062500,10496.000000,10563.450195,10563.450195,0
2022-03-30,10570.562500,10606.875977,10491.980469,10570.913086,10570.913086,0
2022-03-31,10591.044922,10617.042969,10586.017578,10592.523438,10592.523438,0
2022-04-01,10593.098633,10604.912109,10571.200195,10593.137695,10593.137695,0
2022-04-04,10583.722656,10590.936523,10535.290039,10581.460938,10581.460938,0
2022-04-05,10563.868164,10597.129883,10555.406250,10565.854492,10565.854492,0
2022-04-06,10565.942383,10582.574219,10534.280273,10567.413086,10567.413086,0
2022-04-07,10571.782227,10576.411133,10549.062500,10571.890625,10571.890625,0
2022-04-08,10562.565430,10563.962891,10525.350586,10562.488281,10562.488281,0
2022-04-11,10528.940430,10539.187500,10509.872070,10529.945313,10529.945313,0
2022-04-12,10521.575195,10551.142578,10506.440430,10522.076172,10522.076172,0
2022-04-13,10536.019531,10536.019531,10511.052734,10538.490234,10538.490234,0
2022-04-14,10552.913086,10622.740234,10552.913086,10553.802734,10553.802734,0
2022-04-15,10611.182617,10611.221680,10561.326172,10612.422852,10612.422852,0
2022-04-18,10555.105469,10576.456055,10533.735352,10559.419922,10559.419922,0
2022-04-19,10549.527344,10549.527344,10482.011719,10548.090820,10548.090820,0
2022-04-20,10507.093750,10530.375977,10456.540039,10508.364258,10508.364258,0
2022-04-21,10529.249023,10549.346680,10457.919922,10529.518555,10529.518555,0
2022-04-22,10502.412109,10580.032227,10502.412109,10535.607422,10535.607422,0
2022-04-25,10466.316406,10591.018555,10465.782227,10474.719727,10474.719727,0
2022-04-26,10537.598633,10545.274414,10459.927734,10538.230469,10538.230469,0
2022-04-27,10495.538086,10506.085938,10408.489258,10499.346680,10499.346680,0
2022-04-28,10493.326172,10493.326172,10429.990234,10492.396484,10492.396484,0
2022-04-29,10501.261719,10522.738281,10419.010742,10492.652344,10492.652344,0
2022-05-02,10531.338867,10532.024414,10462.420898,10474.686523,10474.686523,0
2022-05-03,10516.022461,10536.210938,10443.789063,10516.743164,10516.743164,0
2022-05-04,10476.992188,10478.983398,10424.394531,10469.505859,10469.505859,0
2022-05-05,10496.061523,10548.500000,10426.288086,10498.543945,10498.543945,0
2022-05-06,10472.789063,10476.723633,10422.879883,10476.122070,10476.122070,0
2022-05-09,10436.473633,10490.380859,10430.014648,10445.690430,10445.690430,0
2022-05-10,10517.833984,10517.833984,10434.286133,10516.093750,10516.093750,0
2022-05-11,10464.543945,10505.459961,10436.631836,10465.747070,10465.747070,0
2022-05-12,10468.963867,10509.647461,10442.523438,10468.775391,10468.775391,0
2022-05-13,10499.668945,10516.705078,10451.352539,10502.981445,10502.981445,0
2022-05-16,10489.839844,10575.856445,10484.606445,10484.417969,10484.417969,0
