Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01,10533.151367,10619.362305,10498.865234,10533.151367,10533.151367,0
2021-01-04,10517.348633,10559.720703,10501.367188,10517.507813,10517.507813,0
2021-01-05,10550.174805,10583.382813,10507.725586,10504.722656,10504.722656,0
2021-01-06,10572.413086,10595.149414,10534.453125,10546.136719,10546.136719,0
2021-01-07,10589.374023,10672.227539,10502.211914,10589.374023,10589.374023,0
2021-01-08,10670.179688,10692.544922,10567.903320,10489.423828,10489.423828,0
2021-01-11,10463.550781,10735.054688,10460.248047,10466.091797,10466.091797,0
2021-01-12,10587.531250,10741.281250,10587.531250,10589.904297,10589.904297,0
2021-01-13,10698.602539,10702.873047,10605.167969,10605.666016,10605.666016,0
2021-01-14,10685.836914,10686.240234,10547.922852,10596.549805,10596.549805,0
2021-01-15,10582.194336,10625.490234,10544.967773,10618.616211,10618.616211,0
2021-01-18,10433.900391,10625.661133,10430.789063,10433.807617,10433.807617,0
2021-01-19,10596.528320,10632.030273,10570.213867,10596.369141,10596.369141,0
2021-01-20,10634.629883,10634.950195,10549.571289,10634.116211,10634.116211,0
2021-01-21,10596.136719,10607.919922,10547.232422,10574.526367,10574.526367,0
2021-01-22,10629.611328,10651.360352,10545.723633,10629.451172,10629.451172,0
2021-01-25,10556.316406,10637.816406,10554.069336,10555.210938,10555.210938,0
2021-01-26,10553.177734,10672.996094,10553.177734,10551.076172,10551.076172,0
2021-01-27,10674.093750,10677.236328,10592.804688,10674.012695,10674.012695,0
2021-01-28,10669.402344,10669.402344,10549.818359,10552.541992,10552.541992,0
2021-01-29,10612.843750,10614.600586,10428.835938,10428.791992,10428.791992,0
2021-02-01,10407.534180,10572.130859,10406.611328,10407.068359,10407.068359,0
2021-02-02,10598.405273,10598.405273,10501.313477,10599.474609,10599.474609,0
2021-02-03,10545.854492,10545.854492,10483.779297,10508.306641,10508.306641,0
2021-02-04,10531.392578,10548.226563,10487.493164,10496.641602,10496.641602,0
2021-02-05,10532.615234,10532.615234,10471.344727,10479.557617,10479.557617,0
2021-02-08,10500.494141,10524.597656,10481.102539,10500.193359,10500.193359,0
2021-02-09,10539.848633,10547.975586,10493.294922,10497.151367,10497.151367,0
2021-02-10,10581.686523,10582.165039,10524.970703,10551.114258,10551.114258,0
2021-02-11,10573.646484,10573.646484,10531.024414,10541.739258,10541.739258,0
2021-02-12,10576.068359,10576.068359,10399.025391,10550.309570,10550.309570,0
2021-02-15,10541.506836,10554.258789,10477.915039,10541.433594,10541.433594,0
2021-02-16,10541.255859,10580.264648,10377.750000,10378.154297,10378.154297,0
2021-02-17,10563.494141,10648.471680,10472.772461,10565.958008,10565.958008,0
2021-02-18,10621.711914,10623.671875,10546.222656,10548.029297,10548.029297,0
2021-02-19,10640.638672,10648.033203,10550.051758,10555.710938,10555.710938,0
2021-02-22,10492.782227,10745.624023,10492.782227,10493.279297,10493.279297,0
2021-02-23,10720.177734,10720.177734,10656.576172,10677.237305,10677.237305,0
2021-02-24,10671.442383,10680.801758,10620.152344,10669.416016,10669.416016,0
2021-02-25,10671.740234,10791.630859,10643.112305,10690.477539,10690.477539,0
2021-02-26,10847.840820,10847.840820,10660.906250,10520.802734,10520.802734,0
2021-03-01,10599.548828,10772.343750,10586.780273,10602.059570,10602.059570,0
2021-03-02,10798.502930,10798.502930,10712.772461,10730.661133,10730.661133,0
2021-03-03,10790.297852,10791.515625,10696.364258,10711.291992,10711.291992,0
2021-03-04,10759.759766,10771.973633,10673.118164,10760.405273,10760.405273,0
2021-03-05,10666.728516,10760.252930,10662.685547,10665.633789,10665.633789,0
2021-03-08,10646.380859,10678.722656,10491.899414,10648.326172,10648.326172,0
2021-03-09,10622.144531,10713.253906,10493.405273,10623.143555,10623.143555,0
2021-03-10,10711.993164,10734.186523,10545.056641,10711.411133,10711.411133,0
2021-03-11,10757.661133,10765.348633,10658.671875,10699.588867,10699.588867,0
2021-03-12,10706.022461,10744.134766,10649.136719,10746.339844,10746.339844,0
2021-03-15,10528.978516,10730.148438,10523.303711,10528.744141,10528.744141,0
2021-03-16,10753.103516,10776.350586,10583.694336,10752.424805,10752.424805,0
2021-03-17,10775.029297,10775.029297,10687.916992,10776.952148,10776.952148,0
2021-03-18,10750.569336,10808.450195,10701.557617,10750.673828,10750.673828,0
2021-03-19,10780.008789,10780.008789,10694.807617,10782.563477,10782.563477,0
2021-03-22,10716.944336,10750.948242,10712.876953,10754.732422,10754.732422,0
2021-03-23,10770.671875,10792.523438,10704.407227,10767.239258,10767.239258,0
2021-03-24,10773.224609,10778.187500,10686.353516,10772.824219,10772.824219,0
2021-03-25,10775.440430,10775.440430,10697.969727,10776.069336,10776.069336,0
2021-03-26,10760.988281,10765.142578,10691.086914,10761.308594,10761.308594,0
2021-03-29,10703.357422,10768.602539,10702.219727,10707.173828,10707.173828,0
2021-03-30,10764.477539,10812.305664,10707.783203,10764.397461,10764.397461,0
2021-03-31,10841.245117,10855.192383,10775.945313,10841.325195,10841.325195,0
2021-04-01,10860.835938,10863.744141,10780.781250,10858.874023,10858.874023,0
2021-04-02,10819.189453,10819.189453,10774.585938,10819.350586,10819.350586,0
2021-04-05,10787.635742,10805.024414,10732.433594,10785.071289,10785.071289,0
2021-04-06,10835.328125,10839.451172,10790.699219,10836.216797,10836.216797,0
2021-04-07,10836.930664,10881.585938,10797.431641,10836.809570,10836.809570,0
2021-04-08,10918.541992,10918.541992,10802.668945,10922.043945,10922.043945,0
2021-04-09,10942.658203,10944.496094,10844.218750,10942.495117,10942.495117,0
2021-04-12,10848.109375,10907.958984,10846.372070,10854.458984,10854.458984,0
2021-04-13,10947.396484,10947.396484,10877.799805,10948.376953,10948.376953,0
2021-04-14,10961.030273,10983.772461,10910.380859,10961.194336,10961.194336,0
2021-04-15,10982.478516,10982.478516,10907.117188,10981.739258,10981.739258,0
2021-04-16,10942.592773,10955.125977,10885.476563,10951.595703,10951.595703,0
2021-04-19,10906.502930,10932.226563,10892.803711,10906.502930,10906.502930,0
2021-04-20,10957.358398,10968.792969,10901.400391,10955.710938,10955.710938,0
2021-04-21,10973.669922,10981.105469,10891.125977,10976.900391,10976.900391,0
2021-04-22,10961.735352,10963.467773,10917.312500,10961.075195,10961.075195,0
2021-04-23,10985.266602,10988.489258,10926.101563,10985.792969,10985.792969,0
2021-04-26,10940.137695,10949.295898,10878.735352,10936.593750,10936.593750,0
2021-04-27,10939.072266,10951.069336,10903.998047,10940.391602,10940.391602,0
2021-04-28,10979.204102,10979.204102,10908.679688,10981.754883,10981.754883,0
2021-04-29,10961.914063,10961.914063,10851.369141,10961.914063,10961.914063,0
2021-04-30,10890.489258,10914.519531,10842.034180,10890.489258,10890.489258,0
2021-05-03,10852.211914,10899.196289,10813.039063,10855.271484,10855.271484,0
2021-05-04,10865.984375,10865.984375,10781.909180,10865.167969,10865.167969,0
2021-05-05,10871.948242,10874.023438,10782.040039,10871.745117,10871.745117,0
2021-05-06,10821.943359,10821.943359,10682.708984,10818.297852,10818.297852,0
2021-05-07,10711.684570,10734.384766,10587.451172,10712.434570,10712.434570,0
2021-05-10,10779.916992,10779.916992,10644.580078,10783.499023,10783.499023,0
2021-05-11,10722.364258,10732.973633,10676.766602,10724.791016,10724.791016,0
2021-05-12,10721.556641,10746.335938,10674.318359,10721.556641,10721.556641,0
2021-05-13,10757.775391,10763.910156,10694.812500,10760.357422,10760.357422,0
2021-05-14,10751.866211,10751.866211,10688.191406,10751.019531,10751.019531,0
2021-05-17,10638.370117,10774.237305,10638.370117,10648.068359,10648.068359,0
2021-05-18,10778.340820,10778.801758,10693.712891,10779.089844,10779.089844,0
2021-05-19,10793.100586,10822.522461,10722.285156,10794.745117,10794.745117,0
2021-05-20,10820.972656,10834.233398,10750.624023,10821.621094,10821.621094,0
2021-05-21,10815.259766,10815.259766,10761.433594,10818.449219,10818.449219,0
2021-05-24,10780.674805,10808.875977,10753.250000,10774.966797,10774.966797,0
2021-05-25,10814.310547,10821.149414,10782.650391,10814.982422,10814.982422,0
2021-05-26,10839.630859,10847.649414,10746.350586,10840.612305,10840.612305,0
2021-05-27,10797.615234,10824.662109,10764.821289,10798.370117,10798.370117,0
2021-05-28,10819.340820,10837.251953,10765.553711,10809.872070,10809.872070,0
2021-05-31,10784.313477,10816.208984,10745.797852,10793.036133,10793.036133,0
2021-06-01,10808.260742,10813.064453,10730.348633,10808.056641,10808.056641,0
2021-06-02,10797.160156,10818.169922,10761.224609,10796.915039,10796.915039,0
2021-06-03,10797.160156,10818.169922,10761.224609,10796.915039,10796.915039,0
2021-06-04,10738.669922,10738.669922,10738.669922,10779.038086,10779.038086,0
2021-06-07,10720.570313,10720.570313,10720.570313,10738.669922,10738.669922,0
2021-06-08,10765.465820,10790.499023,10724.809570,10720.570313,10720.570313,0
2021-06-09,10809.420898,10810.890625,10760.631836,10809.501953,10809.501953,0
2021-06-10,10795.467773,10795.711914,10743.177734,10795.467773,10795.467773,0
2021-06-11,10761.520508,10774.663086,10692.907227,10764.145508,10764.145508,0
2021-06-14,10694.598633,10760.325195,10693.710938,10695.082031,10695.082031,0
2021-06-15,10752.319336,10752.967773,10659.799805,10753.073242,10753.073242,0
2021-06-16,10757.344727,10757.831055,10708.744141,10756.882813,10756.882813,0
2021-06-17,10782.442383,10809.292969,10709.375977,10828.137695,10828.137695,0
2021-06-18,10847.145508,10847.145508,10712.316406,10846.580078,10846.580078,0
2021-06-21,10687.851563,10778.059570,10682.051758,10685.070313,10685.070313,0
2021-06-22,10758.707031,10760.782227,10676.791992,10737.900391,10737.900391,0
2021-06-23,10783.606445,10786.736328,10712.693359,10784.167969,10784.167969,0
2021-06-24,10751.282227,10792.490234,10684.790039,10751.913086,10751.913086,0
2021-06-25,10805.063477,10806.672852,10742.540039,10805.063477,10805.063477,0
2021-06-28,10735.306641,10808.780273,10735.020508,10737.825195,10737.825195,0
2021-06-29,10817.916016,10850.784180,10746.957031,10817.754883,10817.754883,0
2021-06-30,10875.037109,10877.948242,10726.200195,10875.037109,10875.037109,0
2021-07-01,10854.513672,10857.701172,10765.025391,10854.593750,10854.593750,0
2021-07-02,10844.355469,10846.927734,10741.849609,10848.910156,10848.910156,0
2021-07-05,10777.243164,10793.049805,10735.608398,10783.724609,10783.724609,0
2021-07-06,10786.034180,10799.842773,10744.186523,10777.752930,10777.752930,0
2021-07-07,10815.343750,10816.146484,10737.222656,10816.789063,10816.789063,0
2021-07-08,10798.399414,10803.683594,10735.421875,10798.399414,10798.399414,0
2021-07-09,10809.609375,10813.687500,10699.000000,10811.048828,10811.048828,0
2021-07-12,10745.391602,10745.948242,10705.390625,10744.915039,10744.915039,0
2021-07-13,10768.656250,10768.656250,10686.934570,10769.714844,10769.714844,0
2021-07-14,10719.695313,10726.137695,10665.003906,10755.697266,10755.697266,0
2021-07-15,10730.276367,10733.382813,10634.620117,10693.018555,10693.018555,0
2021-07-16,10749.116211,10751.735352,10655.612305,10750.933594,10750.933594,0
2021-07-19,10675.634766,10704.299805,10640.903320,10681.221680,10681.221680,0
2021-07-20,10749.996094,10755.397461,10619.000977,10751.335938,10751.335938,0
2021-07-21,10649.151367,10656.950195,10603.956055,10700.745117,10700.745117,0
2021-07-22,10651.194336,10678.182617,10592.660156,10656.110352,10656.110352,0
2021-07-23,10702.294922,10707.020508,10605.730469,10702.688477,10702.688477,0
2021-07-26,10644.426758,10668.898438,10546.547852,10651.705078,10651.705078,0
2021-07-27,10696.898438,10699.499023,10638.911133,10697.922852,10697.922852,0
2021-07-28,10704.697266,10705.406250,10646.451172,10705.433594,10705.433594,0
2021-07-29,10700.648438,10701.437500,10613.240234,10701.437500,10701.437500,0
2021-07-30,10677.122070,10701.319336,10641.339844,10679.417969,10679.417969,0
2021-08-02,10672.257813,10684.956055,10618.286133,10671.391602,10671.391602,0
2021-08-03,10640.261719,10644.903320,10571.450195,10640.936523,10640.936523,0
2021-08-04,10622.177734,10626.171875,10492.211914,10621.391602,10621.391602,0
2021-08-05,10635.377930,10635.377930,10584.961914,10634.433594,10634.433594,0
2021-08-06,10647.408203,10647.408203,10597.829102,10647.408203,10647.408203,0
2021-08-09,10576.526367,10616.749023,10576.526367,10578.085938,10578.085938,0
2021-08-10,10606.741211,10622.320313,10577.036133,10641.667969,10641.667969,0
2021-08-11,10584.991211,10609.043945,10568.273438,10585.497070,10585.497070,0
2021-08-12,10611.399414,10611.633789,10539.759766,10607.958984,10607.958984,0
2021-08-13,10587.792969,10614.126953,10519.767578,10561.705078,10561.705078,0
2021-08-16,10611.795898,10614.664063,10585.349609,10613.284180,10613.284180,0
2021-08-17,10626.706055,10626.706055,10562.768555,10594.526367,10594.526367,0
2021-08-18,10623.311523,10623.311523,10546.718750,10624.449219,10624.449219,0
2021-08-19,10618.796875,10622.798828,10552.089844,10616.924805,10616.924805,0
2021-08-20,10659.281250,10661.000000,10555.335938,10658.109375,10658.109375,0
2021-08-23,10606.850586,10616.253906,10569.377930,10602.179688,10602.179688,0
2021-08-24,10636.572266,10671.293945,10592.115234,10636.572266,10636.572266,0
2021-08-25,10668.522461,10674.276367,10613.239258,10671.123047,10671.123047,0
2021-08-26,10693.945313,10694.261719,10646.079102,10693.945313,10693.945313,0
2021-08-27,10710.961914,10710.961914,10602.799805,10709.644531,10709.644531,0
2021-08-30,10705.742188,10707.333008,10637.700195,10708.606445,10708.606445,0
2021-08-31,10675.129883,10677.749023,10566.148438,10674.971680,10674.971680,0
2021-09-01,10597.708984,10625.427734,10562.909180,10597.906250,10597.906250,0
2021-09-02,10613.015625,10624.272461,10555.990234,10613.015625,10613.015625,0
2021-09-03,10632.142578,10642.698242,10515.039063,10633.401367,10633.401367,0
2021-09-06,10625.326172,10626.197266,10565.536133,10632.378906,10632.378906,0
2021-09-07,10619.904297,10619.904297,10550.569336,10620.537109,10620.537109,0
2021-09-08,10608.420898,10610.380859,10553.920898,10608.775391,10608.775391,0
2021-09-09,10642.151367,10649.520508,10579.472656,10642.103516,10642.103516,0
2021-09-10,10648.000977,10651.887695,10587.020508,10649.348633,10649.348633,0
2021-09-13,10578.359375,10632.034180,10577.611328,10579.975586,10579.975586,0
2021-09-14,10649.001953,10649.001953,10564.139648,10649.121094,10649.121094,0
2021-09-15,10630.768555,10631.559570,10593.344727,10629.581055,10629.581055,0
2021-09-16,10637.855469,10639.917969,10572.379883,10638.003906,10638.003906,0
2021-09-17,10613.450195,10615.264648,10543.919922,10616.605469,10616.605469,0
2021-09-20,10536.415039,10579.682617,10517.871094,10539.851563,10539.851563,0
2021-09-21,10591.154297,10595.699219,10509.200195,10591.302734,10591.302734,0
2021-09-22,10564.580078,10564.580078,10495.250000,10563.213867,10563.213867,0
2021-09-23,10544.925781,10572.884766,10487.280273,10544.847656,10544.847656,0
2021-09-24,10588.911133,10597.473633,10529.682617,10595.857422,10595.857422,0
2021-09-27,10533.824219,10553.750977,10492.669922,10525.732422,10525.732422,0
2021-09-28,10553.385742,10553.775391,10497.856445,10554.084961,10554.084961,0
2021-09-29,10584.559570,10584.559570,10510.339844,10584.637695,10584.637695,0
2021-09-30,10564.466797,10564.543945,10495.922852,10564.466797,10564.466797,0
2021-10-01,10576.979492,10577.758789,10508.608398,10576.667969,10576.667969,0
2021-10-04,10548.560547,10548.560547,10493.277344,10551.517578,10551.517578,0
2021-10-05,10536.417969,10536.417969,10471.794922,10537.077148,10537.077148,0
2021-10-06,10493.775391,10502.672852,10464.047852,10494.291016,10494.291016,0
2021-10-07,10503.591797,10504.288086,10408.120117,10504.751953,10504.751953,0
2021-10-08,10463.917969,10517.173828,10431.966797,10453.541016,10453.541016,0
2021-10-11,10498.098633,10509.351563,10420.290039,10491.319336,10491.319336,0
2021-10-12,10480.146484,10493.613281,10439.904297,10480.117188,10480.117188,0
2021-10-13,10503.165039,10514.554688,10427.480469,10503.242188,10503.242188,0
2021-10-14,10521.770508,10547.956055,10067.615234,10523.600586,10523.600586,0
2021-10-15,10440.196289,10466.160156,10400.219727,10437.951172,10437.951172,0
2021-10-18,10430.043945,10481.654297,10395.059570,10437.241211,10437.241211,0
2021-10-19,10493.136719,10498.511719,10434.395508,10493.655273,10493.655273,0
2021-10-20,10493.421875,10521.518555,10469.174805,10492.641602,10492.641602,0
2021-10-21,10535.230469,10536.588867,10426.139648,10536.073242,10536.073242,0
2021-10-22,10524.479492,10545.474609,10451.762695,10524.948242,10524.948242,0
2021-10-25,10473.364258,10553.765625,10470.178711,10467.461914,10467.461914,0
2021-10-26,10534.734375,10534.734375,10486.977539,10535.398438,10535.398438,0
2021-10-27,10521.561523,10564.496094,10487.759766,10521.561523,10521.561523,0
2021-10-28,10564.863281,10565.724609,10497.999023,10567.016602,10567.016602,0
2021-10-29,10561.520508,10592.719727,10526.777344,10584.926758,10584.926758,0
2021-11-01,10496.316406,10614.121094,10496.316406,10550.571289,10550.571289,0
2021-11-02,10622.714844,10626.418945,10571.056641,10622.589844,10622.589844,0
2021-11-03,10621.932617,10670.576172,10563.155273,10621.419922,10621.419922,0
2021-11-04,10664.152344,10664.152344,10602.197266,10663.598633,10663.598633,0
2021-11-05,10665.274414,10665.274414,10567.320313,10664.248047,10664.248047,0
2021-11-08,10606.498047,10630.995117,10534.590820,10632.082031,10632.082031,0
2021-11-09,10604.126953,10605.858398,10551.711914,10602.552734,10602.552734,0
2021-11-10,10605.610352,10619.685547,10534.653320,10605.138672,10605.138672,0
2021-11-11,10599.350586,10599.703125,10515.135742,10599.585938,10599.585938,0
2021-11-12,10558.603516,10559.382813,10474.155273,10558.370117,10558.370117,0
2021-11-15,10519.117188,10523.857422,10470.086914,10487.691406,10487.691406,0
2021-11-16,10503.168945,10525.783203,10472.669922,10500.738281,10500.738281,0
2021-11-17,10522.622070,10522.622070,10462.343750,10522.816406,10522.816406,0
2021-11-18,10515.638672,10516.259766,10461.896484,10515.754883,10515.754883,0
2021-11-19,10493.840820,10503.506836,10446.018555,10494.691406,10494.691406,0
2021-11-22,10449.909180,10493.933594,10444.658203,10477.488281,10477.488281,0
2021-11-23,10474.428711,10478.498047,10431.665039,10471.359375,10471.359375,0
2021-11-24,10470.096680,10474.083984,10425.116211,10468.640625,10468.640625,0
2021-11-25,10477.004883,10481.064453,10418.272461,10478.382813,10478.382813,0
2021-11-26,10463.361328,10529.670898,10426.795898,10466.305664,10466.305664,0
2021-11-29,10431.686523,10504.732422,10225.936523,10510.796875,10510.796875,0
2021-11-30,10507.160156,10508.366211,10409.338867,10505.893555,10505.893555,0
2021-12-01,10494.248047,10548.143555,10462.101563,10498.058594,10498.058594,0
2021-12-02,10562.490234,10568.797852,10463.980469,10563.340820,10563.340820,0
